patient_question,cleaned_text,keywords,distance_to_centroid
But she seems to easily disconnect from what she鈥檚 done and does & doesn鈥檛 seems to care how much she is hurting and worrying everyone,seems easily disconnect done doe seems care much hurting worrying everyone,"['easily disconnect', 'disconnect', 'disconnect doe', 'hurting worrying', 'worrying']",0.34765017
He left the room clearly upset because i splashed water on his face,left room clearly upset splashed water face,"['upset splashed', 'splashed water', 'splashed', 'water face', 'left room']",0.319112
It鈥檚 like I鈥檓 underneath this huge spotlight that I can鈥檛 run away from so I get panicked when there鈥檚 no shade near by The air becomes thick and I feel like I鈥檓 trapped and suffocating,like underneath huge spotlight run away get panicked shade near air becomes thick feel like trapped suffocating,"['trapped suffocating', 'spotlight run', 'suffocating', 'air feel', 'spotlight']",0.26067013
It鈥檚 not a body image thing it鈥檚 more I feel like a dick doing it and it seems very contrived & superficial but the only one suffering as a result of not doing it is me,body image thing feel like dick seems contrived superficial one suffering result,"['contrived superficial', 'superficial suffering', 'body image', 'superficial', 'like dick']",0.39643407
I believe I鈥檓 a disappointment for these interests,believe disappointment interest,"['believe disappointment', 'disappointment', 'believe']",0.4511019
I rarely ever go out and I鈥檝e never had any friends in school,rarely ever never friend school,"['rarely friend', 'friend school', 'school', 'rarely', 'friend']",0.35256457
But since we have been married I have noticed that he gets his mind on a certain hobby and well almost obsesses about it,since married noticed get mind certain hobby well almost obsesses,"['hobby obsesses', 'obsesses', 'married noticed', 'certain hobby', 'hobby']",0.40927976
I have no one else to turn to I am so weak and broken traumatized and beaten up,one else turn weak broken traumatized beaten,"['traumatized beaten', 'broken traumatized', 'weak broken', 'beaten', 'turn weak']",0.42634612
He seems to do it to make the others seem bad and himself the best,seems make others seem bad best,"['make bad', 'bad best', 'bad', 'best', 'make']",0.42169732
Whenever the conversation turns to anything but small talk there is a chance that I could become tearful,whenever conversation turn anything small talk chance could become tearful,"['conversation turn', 'chance tearful', 'conversation', 'small talk', 'talk chance']",0.48793262
It lasted all the way through high school and even now it is possible that he could start beating me,lasted way high school even possible could start beating,"['school possible', 'start beating', 'lasted way', 'high school', 'beating']",0.3367225
I always think he鈥檒l leave me for some pretty girl he鈥檒l meet,always think leave pretty girl meet,"['leave pretty', 'girl meet', 'meet', 'pretty girl', 'think leave']",0.3574571
I am struggling enough to cope with me and my own feelings but I鈥檓 afraid he is the quiet horse that will not be able to pull himself out,struggling enough cope feeling afraid quiet horse able pull,"['quiet horse', 'horse able', 'horse', 'feeling afraid', 'struggling cope']",0.36712712
Whenever my partner and I get into an argument and my partner starts to ignore me I tend to turn to my friends and tell them what just happened and I know this isn鈥檛 right! This often had made it even worse and we even lost friends due to this behavior鈥 why am I doing this?,whenever partner get argument partner start ignore tend turn friend tell happened know right often made even worse even lost friend due behavior,"['partner argument', 'argument partner', 'friend behavior', 'turn friend', 'partner']",0.5473114
I also think that my dad is trying to kill me poison me by putting things into my food but the reason I dont die is cause I have an extremely good resistant rate to the poison,also think dad trying kill poison putting thing food reason dont die cause extremely good resistant rate poison,"['kill poison', 'rate poison', 'poison putting', 'poison', 'dad trying']",0.3314826
To be honest I don鈥檛 know what his feelings for me are really because he never expresses himself,honest know feeling really never express,"['really express', 'know feeling', 'feeling really', 'feeling', 'express']",0.43825203
Those fantasies are so lucrative and pleasant its painful to wake up from them and realize that I am just a boring male,fantasy lucrative pleasant painful wake realize boring male,"['fantasy lucrative', 'boring male', 'lucrative pleasant', 'painful wake', 'fantasy']",0.3800186
But that would have been awkward and upset the rest of the family members,would awkward upset rest family member,"['rest family', 'awkward upset', 'upset rest', 'family member', 'family']",0.39935833
She is a very jealous type of woman who has not allowed him to have female friends,jealous type woman allowed female friend,"['jealous type', 'female friend', 'allowed female', 'woman allowed', 'type woman']",0.29245436
He has never accepted me for who I am,never accepted,['accepted'],0.3382522
